Stock1,Stock2,Moving_average,2016,2017,2018,2019,2020,0
0,0,0,,,,,,0
HDFCBK,KOTAKBK,5,172.59970092773438,211.77490234375,292.02496337890625,51.0743408203125,271.09991455078125,
HDFCBK,KOTAKBK,6,172.04986572265625,237.82501220703125,298.39984130859375,91.84912109375,362.5999755859375,
HDFCBK,KOTAKBK,7,200.02493286132812,233.6502685546875,250.17486572265625,113.374267578125,500.50006103515625,
HDFCBK,KOTAKBK,8,217.42489624023438,235.775146484375,286.7747802734375,-5.8004150390625,435.55010986328125,
HDFCBK,KOTAKBK,9,202.59991455078125,243.650146484375,286.3499755859375,-39.5003662109375,508.99981689453125,
HDFCBK,KOTAKBK,10,159.550048828125,279.3751220703125,470.1248779296875,62.5498046875,549.99951171875,
HDFCBK,KOTAKBK,11,180.17498779296875,264.27508544921875,437.10009765625,26.1748046875,609.8997192382812,
HDFCBK,KOTAKBK,12,155.09991455078125,284.875244140625,458.2252197265625,11.0498046875,709.9495849609375,
HDFCBK,KOTAKBK,13,166.67498779296875,269.775146484375,454.70001220703125,-37.925537109375,756.049560546875,
HDFCBK,KOTAKBK,14,136.82492065429688,277.600341796875,446.3499755859375,-40.6756591796875,704.2996826171875,
HDFCBK,KOTAKBK,15,180.77474975585938,307.75030517578125,469.2999267578125,-62.87548828125,625.3997192382812,
ICICIBK,AXISBK,1,0.0,0.0,0.0,0.0,0.0,
ICICIBK,AXISBK,2,0.0,0.0,0.0,0.0,0.0,
ICICIBK,AXISBK,3,73.28630065917969,132.8455810546875,168.19973754882812,-116.79983520507812,-6.999755859375,
ICICIBK,AXISBK,4,98.69093322753906,142.1001434326172,121.99984741210938,-7.899810791015625,57.750152587890625,
ICICIBK,AXISBK,5,111.76356506347656,229.01834106445312,208.04974365234375,-74.45001220703125,124.85018920898438,
ICICIBK,AXISBK,6,42.0908203125,249.53189086914062,222.49972534179688,-13.999969482421875,81.45016479492188,
ICICIBK,AXISBK,7,39.43190002441406,251.0091094970703,162.54989624023438,33.249908447265625,151.90005493164062,
ICICIBK,AXISBK,8,-12.872665405273438,253.70455932617188,190.74993896484375,24.999969482421875,219.90011596679688,
ICICIBK,AXISBK,9,-1.863616943359375,273.5181121826172,203.54986572265625,63.750030517578125,219.9500732421875,
ICICIBK,AXISBK,10,41.631866455078125,254.3909454345703,194.349853515625,90.29998779296875,238.95001220703125,
ICICIBK,AXISBK,11,47.90007019042969,250.74098205566406,188.24984741210938,66.64996337890625,229.0,
ICICIBK,AXISBK,12,47.19551086425781,283.1955108642578,195.19979858398438,97.14999389648438,214.54995727539062,
ICICIBK,AXISBK,13,-16.209075927734375,278.300048828125,122.04986572265625,123.050048828125,196.89996337890625,
ICICIBK,AXISBK,14,-30.172698974609375,331.71363830566406,127.89993286132812,127.10000610351562,220.94998168945312,
ICICIBK,AXISBK,15,-27.199935913085938,270.7635955810547,137.34994506835938,102.25003051757812,215.45004272460938,
ICICIBK,INDUSINDBK,1,0.0,0.0,0.0,0.0,0.0,
ICICIBK,INDUSINDBK,2,0.0,0.0,0.0,0.0,0.0,
ICICIBK,INDUSINDBK,3,214.16372680664062,69.541015625,176.349853515625,-347.05059814453125,-446.94989013671875,
ICICIBK,INDUSINDBK,4,227.04544067382812,93.62315368652344,-42.900238037109375,117.35009765625,-640.2501220703125,
ICICIBK,INDUSINDBK,5,195.87246704101562,58.55500793457031,-63.399749755859375,264.1498718261719,-664.2002868652344,
ICICIBK,INDUSINDBK,6,89.67686462402344,-5.4134674072265625,29.20013427734375,647.949951171875,-609.8500366210938,
ICICIBK,INDUSINDBK,7,201.46336364746094,56.77723693847656,-21.04974365234375,492.5498352050781,-546.9999389648438,
ICICIBK,INDUSINDBK,8,222.5087432861328,-15.22698974609375,245.30010986328125,413.44970703125,-508.6500244140625,
ICICIBK,INDUSINDBK,9,122.09040832519531,20.168319702148438,142.4002685546875,261.1497802734375,-404.0,
ICICIBK,INDUSINDBK,10,142.9449920654297,8.90936279296875,104.40032958984375,335.04974365234375,-444.54998779296875,
ICICIBK,INDUSINDBK,11,198.1814422607422,12.5047607421875,148.65054321289062,456.7998046875,-495.0998840332031,
ICICIBK,INDUSINDBK,12,202.97695922851562,38.900299072265625,114.25045776367188,455.24993896484375,-463.6498107910156,
ICICIBK,INDUSINDBK,13,263.6770324707031,-2.89971923828125,13.40057373046875,454.650146484375,-494.74993896484375,
ICICIBK,INDUSINDBK,14,304.84967041015625,-47.23609924316406,-40.049591064453125,392.60009765625,-492.4998474121094,
ICICIBK,INDUSINDBK,15,286.40870666503906,-3.8634490966796875,-63.84979248046875,438.2999572753906,-507.4498291015625,
ICICIBK,KOTAKBK,1,0.0,0.0,0.0,0.0,0.0,
ICICIBK,KOTAKBK,2,0.0,0.0,0.0,0.0,0.0,
ICICIBK,KOTAKBK,3,246.74049377441406,75.06854248046875,483.849853515625,299.5988464355469,194.39981079101562,
ICICIBK,KOTAKBK,4,225.31765747070312,74.00010681152344,190.1497802734375,280.9993896484375,48.249542236328125,
ICICIBK,KOTAKBK,5,209.34963989257812,48.35462951660156,134.6497802734375,259.89935302734375,221.74942016601562,
ICICIBK,KOTAKBK,6,336.1860809326172,-15.890777587890625,1.549957275390625,104.549560546875,24.94970703125,
ICICIBK,KOTAKBK,7,253.36810302734375,132.31834411621094,-119.25009155273438,208.44973754882812,113.29959106445312,
ICICIBK,KOTAKBK,8,253.3682403564453,118.17739868164062,-75.40005493164062,237.900146484375,154.74993896484375,
ICICIBK,KOTAKBK,9,227.63169860839844,43.345428466796875,-191.49996948242188,257.6502380371094,217.44955444335938,
ICICIBK,KOTAKBK,10,198.25900268554688,75.52267456054688,-123.45016479492188,179.45004272460938,368.4495849609375,
ICICIBK,KOTAKBK,11,215.0453643798828,59.18194580078125,-122.1500244140625,209.6500244140625,363.7998046875,
ICICIBK,KOTAKBK,12,177.24533081054688,164.39109802246094,-254.75,172.94976806640625,497.3996887207031,
ICICIBK,KOTAKBK,13,199.41815185546875,139.2820587158203,-198.15011596679688,241.44985961914062,548.5996704101562,
ICICIBK,KOTAKBK,14,234.56809997558594,116.25019836425781,-36.100189208984375,211.89993286132812,391.7497863769531,
ICICIBK,KOTAKBK,15,217.92721557617188,122.53669738769531,-181.89999389648438,189.89996337890625,437.9498596191406,
INDUSINDBK,AXISBK,1,0.0,0.0,0.0,0.0,0.0,
INDUSINDBK,AXISBK,2,0.0,0.0,0.0,0.0,0.0,
INDUSINDBK,AXISBK,3,37.95037841796875,162.05029296875,271.7497253417969,-20.39947509765625,-225.94967651367188,
INDUSINDBK,AXISBK,4,68.60073852539062,152.40032958984375,96.05059814453125,241.750244140625,-214.49954223632812,
INDUSINDBK,AXISBK,5,47.400299072265625,298.150146484375,120.95050048828125,282.3497314453125,-70.99981689453125,
INDUSINDBK,AXISBK,6,3.2001953125,191.05010986328125,476.700439453125,530.199951171875,-338.45013427734375,
INDUSINDBK,AXISBK,7,35.25048828125,143.40032958984375,464.2001953125,361.39959716796875,-236.89999389648438,
INDUSINDBK,AXISBK,8,112.45037841796875,201.70022583007812,243.39984130859375,506.19970703125,-267.0498962402344,
INDUSINDBK,AXISBK,9,218.4005126953125,110.64981079101562,254.29974365234375,319.1497802734375,-471.0499267578125,
INDUSINDBK,AXISBK,10,297.4505615234375,118.0499267578125,202.24993896484375,467.69989013671875,-382.8998107910156,
INDUSINDBK,AXISBK,11,270.4504089355469,119.449951171875,100.0997314453125,537.5498657226562,-327.69989013671875,
INDUSINDBK,AXISBK,12,316.75030517578125,214.89993286132812,113.20001220703125,591.1500244140625,-254.09979248046875,
INDUSINDBK,AXISBK,13,289.6005859375,84.9998779296875,87.25018310546875,435.95001220703125,-431.5999450683594,
INDUSINDBK,AXISBK,14,265.7005920410156,115.89987182617188,48.40008544921875,417.64990234375,-394.9997863769531,
INDUSINDBK,AXISBK,15,389.550537109375,195.79986572265625,30.199951171875,444.34991455078125,-386.39984130859375,
KOTAKBK,AXISBK,1,0.0,0.0,0.0,0.0,0.0,
KOTAKBK,AXISBK,2,0.0,0.0,0.0,0.0,0.0,
KOTAKBK,AXISBK,3,249.29998779296875,107.00033569335938,453.4006652832031,-96.149658203125,89.0499267578125,
KOTAKBK,AXISBK,4,272.49957275390625,160.70037841796875,485.50018310546875,-85.84979248046875,-75.64987182617188,
KOTAKBK,AXISBK,5,226.14999389648438,171.60015869140625,20.64996337890625,-237.0997314453125,31.4498291015625,
KOTAKBK,AXISBK,6,293.7498779296875,161.2001953125,103.14959716796875,-218.3499755859375,155.2498779296875,
KOTAKBK,AXISBK,7,292.85009765625,168.6002197265625,52.649871826171875,-62.6497802734375,405.0498352050781,
KOTAKBK,AXISBK,8,266.6500244140625,221.650390625,100.44973754882812,-78.69970703125,323.9496765136719,
KOTAKBK,AXISBK,9,312.9000549316406,160.55014038085938,-55.000457763671875,33.10040283203125,388.7995300292969,
KOTAKBK,AXISBK,10,260.8500061035156,142.150146484375,-153.7501220703125,11.2503662109375,567.1997680664062,
KOTAKBK,AXISBK,11,296.4999084472656,195.15011596679688,-312.050048828125,74.2001953125,583.6497497558594,
KOTAKBK,AXISBK,12,302.2000732421875,254.05032348632812,-203.8499755859375,103.30029296875,674.6997985839844,
KOTAKBK,AXISBK,13,297.4501647949219,179.80029296875,-265.09991455078125,83.200439453125,700.4998474121094,
KOTAKBK,AXISBK,14,340.1502685546875,167.900146484375,-324.64984130859375,58.3504638671875,709.9498291015625,
KOTAKBK,AXISBK,15,339.2001647949219,167.80010986328125,-314.99993896484375,91.8004150390625,671.9497680664062,
KOTAKBK,INDUSINDBK,1,0.0,0.0,0.0,0.0,0.0,
KOTAKBK,INDUSINDBK,2,0.0,0.0,0.0,0.0,0.0,
KOTAKBK,INDUSINDBK,3,438.550537109375,49.1005859375,191.79974365234375,-97.550537109375,291.3497314453125,
KOTAKBK,INDUSINDBK,4,317.700439453125,82.75018310546875,139.0498046875,792.5989990234375,-186.20016479492188,
KOTAKBK,INDUSINDBK,5,285.64996337890625,76.79986572265625,53.89959716796875,496.1995849609375,-376.5501708984375,
KOTAKBK,INDUSINDBK,6,281.499755859375,-33.79986572265625,111.1995849609375,565.99951171875,-463.1500244140625,
KOTAKBK,INDUSINDBK,7,264.34954833984375,15.29998779296875,129.1993408203125,465.349853515625,-441.65020751953125,
KOTAKBK,INDUSINDBK,8,350.349609375,145.500244140625,99.849609375,361.75,-400.80029296875,
KOTAKBK,INDUSINDBK,9,306.49969482421875,219.4503173828125,48.5496826171875,395.500244140625,-344.4004821777344,
KOTAKBK,INDUSINDBK,10,333.4495849609375,236.70025634765625,70.6494140625,196.8502197265625,-357.6501770019531,
KOTAKBK,INDUSINDBK,11,337.2493896484375,203.7501220703125,190.3497314453125,244.39990234375,-371.0502624511719,
KOTAKBK,INDUSINDBK,12,293.649658203125,276.25030517578125,198.199951171875,235.6998291015625,-76.90020751953125,
KOTAKBK,INDUSINDBK,13,228.1495361328125,223.30023193359375,-17.64990234375,427.25,-30.600128173828125,
KOTAKBK,INDUSINDBK,14,174.349609375,274.6002197265625,-70.150146484375,217.0499267578125,-94.9500732421875,
KOTAKBK,INDUSINDBK,15,182.9493408203125,345.80029296875,53.4500732421875,267.2501220703125,4.19976806640625,
